transaction_id,customer_id,product_id,product_name,category,quantity,unit_price,amount,payment_method,status,transaction_timestamp,city
T0000032,C00912,P011,Rice Bag,Grocery,1,1360,1360,WALLET,SUCCESS,2026-08-21 13:54:05,Jaipur
T0000033,C04161,P015,Tea,Grocery,2,531,1062,WALLET,PENDING,2026-08-21 23:31:31,Delhi
T0000034,C01383,P011,Rice Bag,Grocery,2,1257,2514,CARD,SUCCESS,2026-08-21 11:02:28,Noida
T0000035,C04026,P025,Running Shoes,Sports,5,3573,17865,CARD,SUCCESS,2026-08-21 20:35:21,Jaipur
T0000036,C01875,P001,Laptop,Electronics,3,49486,148458,WALLET,SUCCESS,2026-08-21 18:52:54,Chennai
T0000037,C03461,P004,Television,Electronics,2,30874,61748,WALLET,SUCCESS,2026-08-21 03:37:36,Chennai
T0000038,C03924,P015,Tea,Grocery,4,398,1592,NETBANKING,FAILED,2026-08-21 10:29:57,Kolkata
T0000039,C04550,P018,Lamp,Home,1,1272,1272,COD,FAILED,2026-08-21 17:57:57,Ahmedabad
T0000040,C02647,P022,Football,Sports,2,1519,3038,CARD,SUCCESS,2026-08-21 11:23:17,Bangalore
T0000041,C01202,P024,Dumbbells,Sports,5,5250,26250,COD,SUCCESS,2026-08-21 12:46:33,Jaipur
T0000042,C04020,P018,Lamp,Home,4,1361,5444,WALLET,FAILED,2026-08-21 18:52:52,Bangalore
T0000043,C04059,P003,Headphones,Electronics,1,2484,2484,COD,SUCCESS,2026-08-21 14:40:43,Bangalore
T0000044,C01879,P006,Shoes,Fashion,2,2974,5948,WALLET,SUCCESS,2026-08-21 06:45:07,Noida
T0000045,C00348,P002,Mobile,Electronics,2,21882,43764,UPI,SUCCESS,2026-08-21 10:25:56,Ahmedabad
T0000046,C00878,P019,Bedsheet,Home,1,1604,1604,COD,SUCCESS,2026-08-21 12:20:02,Mumbai
T0000047,C04451,P023,Yoga Mat,Sports,4,842,3368,COD,SUCCESS,2026-08-21 02:09:55,Kolkata
T0000048,C02848,P010,Backpack,Fashion,2,1542,3084,CARD,SUCCESS,2026-08-21 10:21:52,Ahmedabad
T0000049,C01001,P003,Headphones,Electronics,3,2700,8100,UPI,SUCCESS,2026-08-21 08:59:47,Bangalore
T0000050,C04567,P022,Football,Sports,1,1488,1488,COD,SUCCESS,2026-08-21 00:23:59,Delhi
T0000051,C00923,P023,Yoga Mat,Sports,2,863,1726,COD,SUCCESS,2026-08-21 06:28:14,Bangalore
T0000052,C04903,P013,Dry Fruits,Grocery,2,1404,2808,NETBANKING,PENDING,2026-08-21 06:48:32,Kolkata
T0000053,C02474,P008,Jacket,Fashion,4,3691,14764,COD,SUCCESS,2026-08-21 21:43:41,Ahmedabad
T0000054,C03121,P024,Dumbbells,Sports,1,4274,4274,CARD,SUCCESS,2026-08-21 16:28:08,Bangalore
T0000055,C03422,P010,Backpack,Fashion,3,1751,5253,UPI,SUCCESS,2026-08-21 03:55:15,Ahmedabad
T0000056,C00117,P015,Tea,Grocery,3,481,1443,NETBANKING,FAILED,2026-08-21 03:06:18,Bangalore
T0000057,C04516,P008,Jacket,Fashion,2,3227,6454,UPI,SUCCESS,2026-08-21 05:54:33,Hyderabad
T0000058,C04947,P010,Backpack,Fashion,5,1333,6665,UPI,FAILED,2026-08-21 15:04:29,Ahmedabad
T0000059,C00698,P024,Dumbbells,Sports,1,4188,4188,COD,SUCCESS,2026-08-21 04:23:58,Delhi
T0000060,C04486,P021,Cricket Bat,Sports,4,4104,16416,CARD,SUCCESS,2026-08-21 20:07:43,Chennai
T0000061,C03584,P015,Tea,Grocery,2,513,1026,WALLET,FAILED,2026-08-21 19:50:16,Delhi
T0000062,C04336,P014,Flour,Grocery,3,532,1596,UPI,FAILED,2026-08-21 20:27:01,Ahmedabad
T0000063,C01328,P024,Dumbbells,Sports,3,4809,14427,CARD,SUCCESS,2026-08-21 20:45:19,Pune
T0000064,C00290,P014,Flour,Grocery,3,619,1857,CARD,SUCCESS,2026-08-21 11:55:57,Bangalore
T0000065,C01708,P023,Yoga Mat,Sports,3,926,2778,WALLET,SUCCESS,2026-08-21 19:44:14,Bangalore
T0000066,C00139,P013,Dry Fruits,Grocery,5,1534,7670,WALLET,FAILED,2026-08-21 09:58:10,Noida
T0000067,C03015,P003,Headphones,Electronics,4,2224,8896,COD,SUCCESS,2026-08-21 11:46:19,Jaipur
T0000068,C04787,P016,Chair,Home,5,4026,20130,COD,SUCCESS,2026-08-21 07:09:58,Mumbai
T0000069,C02027,P006,Shoes,Fashion,1,2175,2175,WALLET,FAILED,2026-08-21 19:21:36,Delhi
T0000070,C00171,P002,Mobile,Electronics,2,22642,45284,WALLET,SUCCESS,2026-08-21 18:27:11,Ahmedabad
T0000071,C04554,P013,Dry Fruits,Grocery,4,1203,4812,COD,SUCCESS,2026-08-21 00:48:51,Mumbai
T0000072,C01554,P006,Shoes,Fashion,4,2501,10004,COD,SUCCESS,2026-08-21 01:41:53,Delhi
T0000073,C02125,P017,Table,Home,5,6354,31770,WALLET,SUCCESS,2026-08-21 05:17:24,Jaipur
T0000074,C02276,P002,Mobile,Electronics,3,24260,72780,WALLET,SUCCESS,2026-08-21 15:09:42,Noida
T0000075,C04843,P002,Mobile,Electronics,2,22031,44062,WALLET,FAILED,2026-08-21 06:38:14,Jaipur
T0000076,C04852,P010,Backpack,Fashion,3,1663,4989,COD,SUCCESS,2026-08-21 08:35:27,Delhi
T0000077,C02979,P006,Shoes,Fashion,2,2441,4882,WALLET,SUCCESS,2026-08-21 17:34:04,Noida
T0000078,C04163,P008,Jacket,Fashion,2,3593,7186,COD,PENDING,2026-08-21 19:53:19,Jaipur
T0000079,C01031,P025,Running Shoes,Sports,5,3659,18295,NETBANKING,SUCCESS,2026-08-21 11:34:50,Mumbai
T0000080,C01339,P020,Cookware,Home,5,3108,15540,UPI,SUCCESS,2026-08-21 10:56:42,Hyderabad
T0000081,C03052,P016,Chair,Home,1,3083,3083,CARD,SUCCESS,2026-08-21 16:36:08,Delhi
T0000082,C00102,P016,Chair,Home,2,3852,7704,CARD,PENDING,2026-08-21 21:33:04,Hyderabad
T0000083,C02518,P004,Television,Electronics,3,38091,114273,UPI,SUCCESS,2026-08-21 17:10:52,Pune
T0000084,C04051,P012,Cooking Oil,Grocery,2,742,1484,WALLET,SUCCESS,2026-08-21 08:27:41,Mumbai
T0000085,C04546,P003,Headphones,Electronics,5,2882,14410,NETBANKING,SUCCESS,2026-08-21 04:16:59,Mumbai
T0000086,C02446,P013,Dry Fruits,Grocery,3,1620,4860,CARD,FAILED,2026-08-21 07:56:32,Jaipur
T0000087,C01260,P008,Jacket,Fashion,4,3269,13076,COD,SUCCESS,2026-08-21 05:36:53,Pune
T0000088,C04486,P020,Cookware,Home,5,2517,12585,UPI,FAILED,2026-08-21 06:19:21,Bangalore
T0000089,C03708,P017,Table,Home,1,7982,7982,NETBANKING,SUCCESS,2026-08-21 06:57:19,Ahmedabad
T0000090,C01071,P003,Headphones,Electronics,1,2135,2135,COD,PENDING,2026-08-21 01:24:08,Noida
T0000091,C02452,P010,Backpack,Fashion,2,1554,3108,NETBANKING,SUCCESS,2026-08-21 01:38:37,Jaipur
T0000092,C00243,P023,Yoga Mat,Sports,1,791,791,WALLET,SUCCESS,2026-08-21 12:39:36,Jaipur
T0000093,C04013,P008,Jacket,Fashion,3,2799,8397,CARD,FAILED,2026-08-21 10:01:25,Noida
T0000094,C04793,P015,Tea,Grocery,4,510,2040,WALLET,SUCCESS,2026-08-21 14:00:49,Hyderabad
T0000095,C00292,P002,Mobile,Electronics,2,21378,42756,NETBANKING,SUCCESS,2026-08-21 13:28:17,Hyderabad
T0000096,C04189,P021,Cricket Bat,Sports,5,4733,23665,CARD,FAILED,2026-08-21 19:47:54,Noida
T0000097,C04424,P019,Bedsheet,Home,2,1400,2800,UPI,SUCCESS,2026-08-21 14:13:13,Jaipur
T0000098,C04164,P002,Mobile,Electronics,5,22313,111565,NETBANKING,SUCCESS,2026-08-21 05:22:38,Noida
T0000099,C04518,P025,Running Shoes,Sports,3,3768,11304,WALLET,SUCCESS,2026-08-21 10:35:54,Pune
T0000100,C03159,P011,Rice Bag,Grocery,5,1208,6040,COD,SUCCESS,2026-08-21 08:23:16,Kolkata
T0000101,C04183,P020,Cookware,Home,5,3310,16550,WALLET,SUCCESS,2026-08-21 14:47:37,Kolkata
T0000102,C04733,P024,Dumbbells,Sports,3,4391,13173,WALLET,FAILED,2026-08-21 09:14:51,Kolkata
T0000103,C04952,P012,Cooking Oil,Grocery,2,950,1900,CARD,SUCCESS,2026-08-21 02:58:04,Bangalore
T0000104,C01464,P008,Jacket,Fashion,5,2785,13925,COD,SUCCESS,2026-08-21 20:03:49,Kolkata
T0000105,C01184,P017,Table,Home,3,7118,21354,CARD,SUCCESS,2026-08-21 03:54:35,Kolkata
T0000106,C01266,P018,Lamp,Home,1,1182,1182,CARD,SUCCESS,2026-08-21 06:02:55,Bangalore
T0000107,C00478,P009,T-Shirt,Fashion,4,963,3852,WALLET,SUCCESS,2026-08-21 00:07:21,Bangalore
T0000108,C04297,P022,Football,Sports,3,1776,5328,CARD,FAILED,2026-08-21 08:40:31,Mumbai
T0000109,C01027,P002,Mobile,Electronics,3,25950,77850,COD,SUCCESS,2026-08-21 02:24:54,Mumbai
T0000110,C01595,P005,Smartwatch,Electronics,5,7033,35165,CARD,SUCCESS,2026-08-21 12:04:31,Chennai
T0000111,C00392,P010,Backpack,Fashion,2,1465,2930,CARD,SUCCESS,2026-08-21 20:50:16,Hyderabad
T0000112,C02048,P020,Cookware,Home,5,3142,15710,COD,SUCCESS,2026-08-21 06:02:10,Bangalore
T0000113,C02040,P017,Table,Home,2,7408,14816,COD,SUCCESS,2026-08-21 04:38:34,Noida
T0000114,C01933,P003,Headphones,Electronics,3,2606,7818,CARD,SUCCESS,2026-08-21 17:58:45,Pune
T0000115,C00108,P023,Yoga Mat,Sports,1,965,965,CARD,SUCCESS,2026-08-21 18:12:04,Ahmedabad
T0000116,C01561,P011,Rice Bag,Grocery,2,1101,2202,NETBANKING,SUCCESS,2026-08-21 11:55:19,Chennai
T0000117,C04507,P018,Lamp,Home,1,1384,1384,UPI,SUCCESS,2026-08-21 09:58:39,Ahmedabad
T0000118,C03870,P015,Tea,Grocery,5,426,2130,COD,FAILED,2026-08-21 21:58:09,Bangalore
T0000119,C03261,P018,Lamp,Home,5,1075,5375,UPI,SUCCESS,2026-08-21 05:17:02,Mumbai
T0000120,C00406,P003,Headphones,Electronics,1,2667,2667,CARD,SUCCESS,2026-08-21 03:05:32,Hyderabad
T0000121,C00741,P021,Cricket Bat,Sports,2,4311,8622,WALLET,PENDING,2026-08-21 13:16:52,Ahmedabad
T0000122,C00498,P024,Dumbbells,Sports,4,5089,20356,CARD,FAILED,2026-08-21 22:22:45,Jaipur
T0000123,C03088,P020,Cookware,Home,5,2674,13370,UPI,SUCCESS,2026-08-21 07:56:47,Chennai
T0000124,C04217,P016,Chair,Home,3,4017,12051,COD,SUCCESS,2026-08-21 02:58:34,Bangalore
T0000125,C04721,P012,Cooking Oil,Grocery,1,901,901,WALLET,SUCCESS,2026-08-21 11:11:41,Chennai
T0000126,C00722,P001,Laptop,Electronics,4,43197,172788,NETBANKING,SUCCESS,2026-08-21 17:51:30,Noida
T0000127,C00283,P007,Jeans,Fashion,2,1637,3274,UPI,FAILED,2026-08-21 07:10:39,Pune
T0000128,C00878,P007,Jeans,Fashion,3,1697,5091,UPI,SUCCESS,2026-08-21 10:47:15,Bangalore
T0000129,C03306,P003,Headphones,Electronics,4,2707,10828,COD,SUCCESS,2026-08-21 17:58:16,Pune
T0000130,C01461,P011,Rice Bag,Grocery,2,1427,2854,COD,PENDING,2026-08-21 20:50:04,Delhi
T0000131,C00036,P018,Lamp,Home,1,1198,1198,CARD,SUCCESS,2026-08-21 08:38:40,Bangalore
T0000132,C01531,P004,Television,Electronics,4,29723,118892,COD,PENDING,2026-08-21 17:29:51,Delhi
T0000133,C00248,P019,Bedsheet,Home,1,1895,1895,CARD,SUCCESS,2026-08-21 15:32:39,Noida
T0000134,C03515,P021,Cricket Bat,Sports,5,3481,17405,UPI,SUCCESS,2026-08-21 14:39:44,Kolkata
T0000135,C00671,P005,Smartwatch,Electronics,3,6588,19764,COD,FAILED,2026-08-21 19:16:44,Delhi
T0000136,C02184,P015,Tea,Grocery,2,505,1010,COD,PENDING,2026-08-21 06:08:05,Pune
T0000137,C03686,P017,Table,Home,5,6277,31385,UPI,SUCCESS,2026-08-21 13:58:29,Delhi
T0000138,C02837,P018,Lamp,Home,2,1132,2264,WALLET,SUCCESS,2026-08-21 19:28:12,Chennai
T0000139,C02372,P025,Running Shoes,Sports,2,4155,8310,WALLET,SUCCESS,2026-08-21 03:10:34,Kolkata
T0000140,C01762,P021,Cricket Bat,Sports,3,4153,12459,WALLET,SUCCESS,2026-08-21 06:47:49,Bangalore
T0000141,C04624,P015,Tea,Grocery,5,393,1965,UPI,SUCCESS,2026-08-21 12:11:45,Chennai
T0000142,C00198,P001,Laptop,Electronics,1,39847,39847,NETBANKING,SUCCESS,2026-08-21 02:49:08,Bangalore
T0000143,C01031,P016,Chair,Home,4,3906,15624,WALLET,FAILED,2026-08-21 02:00:41,Hyderabad
T0000144,C00353,P008,Jacket,Fashion,1,3044,3044,COD,SUCCESS,2026-08-21 19:00:34,Hyderabad
T0000145,C03043,P016,Chair,Home,5,4123,20615,COD,SUCCESS,2026-08-21 06:23:17,Kolkata
T0000146,C04053,P001,Laptop,Electronics,1,52416,52416,UPI,PENDING,2026-08-21 17:07:47,Ahmedabad
T0000147,C03110,P020,Cookware,Home,2,2621,5242,COD,SUCCESS,2026-08-21 23:02:04,Chennai
T0000148,C03701,P021,Cricket Bat,Sports,5,3966,19830,NETBANKING,PENDING,2026-08-21 07:58:51,Bangalore
T0000149,C00159,P014,Flour,Grocery,3,711,2133,CARD,SUCCESS,2026-08-21 08:37:31,Bangalore
T0000150,C03862,P023,Yoga Mat,Sports,3,1004,3012,COD,SUCCESS,2026-08-21 00:40:32,Jaipur
T0000151,C01342,P022,Football,Sports,1,1517,1517,WALLET,SUCCESS,2026-08-21 03:29:29,Mumbai
T0000152,C04977,P016,Chair,Home,5,4057,20285,WALLET,SUCCESS,2026-08-21 23:13:58,Jaipur
T0000153,C03240,P005,Smartwatch,Electronics,5,5825,29125,NETBANKING,PENDING,2026-08-21 01:04:58,Ahmedabad
T0000154,C04843,P021,Cricket Bat,Sports,3,3795,11385,COD,SUCCESS,2026-08-21 07:03:14,Jaipur
T0000155,C03207,P024,Dumbbells,Sports,3,4124,12372,WALLET,FAILED,2026-08-21 21:55:33,Kolkata
T0000156,C02639,P020,Cookware,Home,3,2407,7221,WALLET,SUCCESS,2026-08-21 00:11:54,Kolkata
T0000157,C01561,P019,Bedsheet,Home,3,1468,4404,NETBANKING,SUCCESS,2026-08-21 19:40:19,Noida
T0000158,C01503,P021,Cricket Bat,Sports,1,3847,3847,CARD,SUCCESS,2026-08-21 07:22:04,Bangalore
T0000159,C04237,P005,Smartwatch,Electronics,4,7365,29460,WALLET,SUCCESS,2026-08-21 01:10:58,Ahmedabad
T0000160,C03468,P017,Table,Home,1,8067,8067,WALLET,FAILED,2026-08-21 15:49:07,Hyderabad
T0000161,C03017,P012,Cooking Oil,Grocery,3,990,2970,UPI,PENDING,2026-08-21 16:37:43,Delhi
T0000162,C02472,P017,Table,Home,5,7435,37175,CARD,SUCCESS,2026-08-21 01:36:31,Ahmedabad
T0000163,C02260,P006,Shoes,Fashion,2,2480,4960,UPI,SUCCESS,2026-08-21 05:41:00,Jaipur
T0000164,C03731,P007,Jeans,Fashion,2,2038,4076,COD,FAILED,2026-08-21 19:47:07,Pune
T0000165,C00129,P006,Shoes,Fashion,3,2551,7653,COD,PENDING,2026-08-21 07:53:04,Delhi
T0000166,C04584,P020,Cookware,Home,3,2843,8529,WALLET,SUCCESS,2026-08-21 05:20:45,Jaipur
T0000167,C03624,P011,Rice Bag,Grocery,3,1135,3405,WALLET,SUCCESS,2026-08-21 14:14:06,Ahmedabad
T0000168,C00782,P004,Television,Electronics,3,33684,101052,COD,SUCCESS,2026-08-21 01:16:10,Bangalore
T0000169,C02341,P011,Rice Bag,Grocery,1,1087,1087,COD,SUCCESS,2026-08-21 05:29:59,Ahmedabad
T0000170,C03246,P001,Laptop,Electronics,1,43324,43324,NETBANKING,SUCCESS,2026-08-21 12:27:50,Bangalore
T0000171,C01636,P008,Jacket,Fashion,4,2908,11632,WALLET,SUCCESS,2026-08-21 00:43:24,Delhi
T0000172,C00766,P012,Cooking Oil,Grocery,4,742,2968,WALLET,SUCCESS,2026-08-21 17:45:25,Ahmedabad
T0000173,C00703,P011,Rice Bag,Grocery,5,1109,5545,WALLET,SUCCESS,2026-08-21 21:49:51,Chennai
T0000174,C03069,P004,Television,Electronics,2,33114,66228,COD,PENDING,2026-08-21 16:23:33,Delhi
T0000175,C04885,P013,Dry Fruits,Grocery,3,1596,4788,WALLET,SUCCESS,2026-08-21 17:11:14,Kolkata
T0000176,C02432,P021,Cricket Bat,Sports,2,4690,9380,CARD,SUCCESS,2026-08-21 02:27:00,Jaipur
T0000177,C04232,P003,Headphones,Electronics,2,2530,5060,NETBANKING,SUCCESS,2026-08-21 02:27:28,Bangalore
T0000178,C01926,P003,Headphones,Electronics,4,2705,10820,COD,SUCCESS,2026-08-21 15:26:43,Delhi
T0000179,C00707,P014,Flour,Grocery,5,591,2955,COD,SUCCESS,2026-08-21 01:10:38,Ahmedabad
T0000180,C00501,P010,Backpack,Fashion,5,1722,8610,NETBANKING,SUCCESS,2026-08-21 09:18:37,Kolkata
T0000181,C03568,P022,Football,Sports,1,1565,1565,COD,SUCCESS,2026-08-21 04:42:52,Delhi
T0000182,C02547,P011,Rice Bag,Grocery,1,1053,1053,UPI,SUCCESS,2026-08-21 19:03:19,Noida
T0000183,C01769,P002,Mobile,Electronics,2,24952,49904,NETBANKING,FAILED,2026-08-21 13:27:54,Hyderabad
T0000184,C02133,P023,Yoga Mat,Sports,4,968,3872,UPI,PENDING,2026-08-21 03:30:47,Pune
T0000185,C02526,P017,Table,Home,4,8251,33004,WALLET,SUCCESS,2026-08-21 08:34:01,Hyderabad
T0000186,C02997,P016,Chair,Home,5,3149,15745,UPI,SUCCESS,2026-08-21 03:15:08,Noida
T0000187,C01234,P003,Headphones,Electronics,3,2609,7827,NETBANKING,PENDING,2026-08-21 00:49:03,Kolkata
T0000188,C04131,P015,Tea,Grocery,3,385,1155,COD,PENDING,2026-08-21 03:59:02,Delhi
T0000189,C03046,P001,Laptop,Electronics,2,39766,79532,CARD,SUCCESS,2026-08-21 20:38:05,Chennai
T0000190,C03286,P016,Chair,Home,4,3062,12248,UPI,PENDING,2026-08-21 00:51:49,Noida
T0000191,C01002,P014,Flour,Grocery,5,577,2885,CARD,SUCCESS,2026-08-21 01:37:28,Hyderabad
T0000192,C03516,P008,Jacket,Fashion,2,3648,7296,UPI,SUCCESS,2026-08-21 02:26:31,Bangalore
T0000193,C00316,P001,Laptop,Electronics,4,45995,183980,UPI,FAILED,2026-08-21 06:46:14,Ahmedabad
T0000194,C00575,P012,Cooking Oil,Grocery,1,766,766,CARD,SUCCESS,2026-08-21 01:31:35,Kolkata
T0000195,C02699,P022,Football,Sports,1,1768,1768,WALLET,SUCCESS,2026-08-21 20:18:42,Mumbai
T0000196,C03273,P017,Table,Home,3,6671,20013,UPI,SUCCESS,2026-08-21 10:52:30,Mumbai
T0000197,C04752,P003,Headphones,Electronics,3,2541,7623,UPI,FAILED,2026-08-21 21:50:20,Noida
T0000198,C01291,P007,Jeans,Fashion,3,1873,5619,UPI,SUCCESS,2026-08-21 17:17:48,Chennai
T0000199,C02336,P003,Headphones,Electronics,2,2566,5132,WALLET,SUCCESS,2026-08-21 17:23:58,Noida
T0000200,C04697,P007,Jeans,Fashion,4,1675,6700,CARD,PENDING,2026-08-21 18:43:35,Noida
T0000201,C03975,P025,Running Shoes,Sports,5,3493,17465,COD,SUCCESS,2026-08-21 06:22:54,Jaipur
T0000202,C01456,P024,Dumbbells,Sports,2,3980,7960,CARD,FAILED,2026-08-21 00:45:50,Chennai
T0000203,C00993,P018,Lamp,Home,5,1140,5700,COD,SUCCESS,2026-08-21 17:13:05,Jaipur
T0000204,C03615,P025,Running Shoes,Sports,4,3839,15356,NETBANKING,SUCCESS,2026-08-21 11:18:20,Mumbai
T0000205,C04682,P025,Running Shoes,Sports,2,3419,6838,COD,SUCCESS,2026-08-21 06:19:08,Delhi
T0000206,C02430,P024,Dumbbells,Sports,2,4277,8554,CARD,SUCCESS,2026-08-21 08:04:49,Noida
T0000207,C02446,P001,Laptop,Electronics,3,48789,146367,NETBANKING,SUCCESS,2026-08-21 23:51:53,Delhi
T0000208,C04615,P006,Shoes,Fashion,5,2835,14175,CARD,SUCCESS,2026-08-21 03:09:25,Hyderabad
T0000209,C04250,P022,Football,Sports,2,1680,3360,WALLET,SUCCESS,2026-08-21 00:05:56,Ahmedabad
T0000210,C04092,P016,Chair,Home,2,3483,6966,CARD,SUCCESS,2026-08-21 15:32:13,Pune
T0000211,C01041,P013,Dry Fruits,Grocery,4,1475,5900,WALLET,SUCCESS,2026-08-21 16:28:05,Pune
T0000212,C04045,P025,Running Shoes,Sports,1,3821,3821,UPI,SUCCESS,2026-08-21 23:25:45,Delhi
T0000213,C00929,P016,Chair,Home,4,3585,14340,UPI,SUCCESS,2026-08-21 15:34:15,Pune
T0000214,C02358,P019,Bedsheet,Home,4,1809,7236,COD,SUCCESS,2026-08-21 02:35:56,Chennai
T0000215,C01624,P017,Table,Home,1,8271,8271,NETBANKING,FAILED,2026-08-21 02:12:41,Ahmedabad
T0000216,C00203,P018,Lamp,Home,1,1090,1090,CARD,SUCCESS,2026-08-21 09:16:28,Hyderabad
T0000217,C00953,P003,Headphones,Electronics,1,2187,2187,COD,PENDING,2026-08-21 09:30:20,Bangalore
T0000218,C02163,P025,Running Shoes,Sports,2,3848,7696,NETBANKING,SUCCESS,2026-08-21 08:28:10,Chennai
T0000219,C02184,P015,Tea,Grocery,1,459,459,COD,SUCCESS,2026-08-21 01:41:03,Pune
T0000220,C01383,P010,Backpack,Fashion,2,1636,3272,NETBANKING,SUCCESS,2026-08-21 20:06:52,Ahmedabad
T0000221,C01204,P004,Television,Electronics,3,33152,99456,COD,FAILED,2026-08-21 21:46:33,Delhi
T0000222,C01114,P014,Flour,Grocery,4,629,2516,CARD,FAILED,2026-08-21 09:47:26,Noida
T0000223,C00360,P003,Headphones,Electronics,5,2969,14845,CARD,SUCCESS,2026-08-21 11:58:16,Mumbai
T0000224,C02060,P015,Tea,Grocery,3,409,1227,COD,FAILED,2026-08-21 00:34:02,Noida
T0000225,C01348,P022,Football,Sports,5,1655,8275,COD,SUCCESS,2026-08-21 18:00:32,Chennai
T0000226,C02256,P021,Cricket Bat,Sports,5,3923,19615,WALLET,SUCCESS,2026-08-21 00:13:02,Noida
T0000227,C03851,P023,Yoga Mat,Sports,3,999,2997,CARD,SUCCESS,2026-08-21 00:41:33,Mumbai
T0000228,C03619,P015,Tea,Grocery,4,446,1784,WALLET,SUCCESS,2026-08-21 06:24:56,Delhi
T0000229,C00196,P024,Dumbbells,Sports,5,3885,19425,WALLET,SUCCESS,2026-08-21 23:36:55,Jaipur
T0000230,C04010,P012,Cooking Oil,Grocery,4,733,2932,COD,SUCCESS,2026-08-21 09:39:12,Kolkata
T0000231,C04942,P012,Cooking Oil,Grocery,3,995,2985,COD,SUCCESS,2026-08-21 06:23:46,Ahmedabad
T0000232,C02343,P011,Rice Bag,Grocery,5,1437,7185,NETBANKING,PENDING,2026-08-21 03:06:15,Hyderabad
T0000233,C01144,P010,Backpack,Fashion,3,1541,4623,CARD,SUCCESS,2026-08-21 20:13:43,Hyderabad
T0000234,C00835,P022,Football,Sports,2,1445,2890,NETBANKING,SUCCESS,2026-08-21 11:54:04,Delhi
