transaction_id,customer_id,product_id,product_name,category,quantity,unit_price,amount,payment_method,status,transaction_timestamp,city
T0050073,C01575,P016,Chair,Home,3,3705,11115,COD,SUCCESS,2026-08-23 17:12:15,Hyderabad
T0050074,C02402,P021,Cricket Bat,Sports,2,4147,8294,COD,PENDING,2026-08-23 18:06:44,Noida
T0050075,C03843,P014,Flour,Grocery,5,630,3150,NETBANKING,SUCCESS,2026-08-23 03:31:12,Chennai
T0050076,C01242,P025,Running Shoes,Sports,4,3477,13908,COD,SUCCESS,2026-08-23 12:41:58,Hyderabad
T0050077,C02664,P001,Laptop,Electronics,2,41079,82158,CARD,PENDING,2026-08-23 14:26:17,Bangalore
T0050078,C02024,P006,Shoes,Fashion,5,2933,14665,CARD,SUCCESS,2026-08-23 16:40:18,Hyderabad
T0050079,C00256,P019,Bedsheet,Home,4,1752,7008,NETBANKING,FAILED,2026-08-23 02:42:10,Hyderabad
T0050080,C03637,P005,Smartwatch,Electronics,3,6331,18993,UPI,SUCCESS,2026-08-23 19:05:28,Chennai
T0050081,C01319,P004,Television,Electronics,5,34290,171450,NETBANKING,SUCCESS,2026-08-23 03:49:56,Bangalore
T0050082,C01000,P016,Chair,Home,5,4061,20305,UPI,SUCCESS,2026-08-23 16:27:49,Chennai
T0050083,C03226,P011,Rice Bag,Grocery,2,1295,2590,NETBANKING,SUCCESS,2026-08-23 01:55:10,Ahmedabad
T0050084,C04785,P022,Football,Sports,1,1328,1328,UPI,FAILED,2026-08-23 15:24:23,Bangalore
T0050085,C01096,P020,Cookware,Home,5,2572,12860,UPI,SUCCESS,2026-08-23 16:00:50,Ahmedabad
T0050086,C00043,P018,Lamp,Home,3,1393,4179,CARD,PENDING,2026-08-23 23:09:09,Pune
T0050087,C04476,P003,Headphones,Electronics,3,2587,7761,UPI,SUCCESS,2026-08-23 18:27:11,Noida
T0050088,C02505,P014,Flour,Grocery,1,653,653,WALLET,PENDING,2026-08-23 14:19:37,Noida
T0050089,C02096,P019,Bedsheet,Home,4,1410,5640,WALLET,SUCCESS,2026-08-23 20:08:56,Hyderabad
T0050090,C00692,P010,Backpack,Fashion,5,1710,8550,NETBANKING,SUCCESS,2026-08-23 17:32:25,Chennai
T0050091,C00053,P012,Cooking Oil,Grocery,4,959,3836,NETBANKING,PENDING,2026-08-23 03:20:20,Kolkata
T0050092,C03392,P014,Flour,Grocery,3,714,2142,UPI,SUCCESS,2026-08-23 17:26:36,Delhi
T0050093,C01092,P024,Dumbbells,Sports,2,4487,8974,NETBANKING,SUCCESS,2026-08-23 14:25:58,Kolkata
T0050094,C01685,P023,Yoga Mat,Sports,5,1047,5235,CARD,SUCCESS,2026-08-23 21:35:08,Chennai
T0050095,C00162,P017,Table,Home,3,6475,19425,NETBANKING,FAILED,2026-08-23 14:13:49,Kolkata
T0050096,C04286,P008,Jacket,Fashion,3,2927,8781,NETBANKING,SUCCESS,2026-08-23 06:37:52,Jaipur
T0050097,C00594,P015,Tea,Grocery,4,442,1768,UPI,SUCCESS,2026-08-23 04:28:11,Bangalore
T0050098,C04423,P010,Backpack,Fashion,5,1418,7090,NETBANKING,SUCCESS,2026-08-23 18:08:17,Noida
T0050099,C00603,P008,Jacket,Fashion,5,3685,18425,CARD,SUCCESS,2026-08-23 12:27:00,Chennai
T0050100,C03222,P017,Table,Home,2,8144,16288,COD,SUCCESS,2026-08-23 14:41:58,Pune
T0050101,C00039,P019,Bedsheet,Home,2,1785,3570,WALLET,PENDING,2026-08-23 11:07:55,Bangalore
T0050102,C01043,P008,Jacket,Fashion,1,3064,3064,WALLET,FAILED,2026-08-23 04:14:13,Mumbai
T0050103,C01084,P007,Jeans,Fashion,4,1685,6740,NETBANKING,SUCCESS,2026-08-23 02:56:10,Mumbai
T0050104,C04374,P022,Football,Sports,3,1586,4758,CARD,SUCCESS,2026-08-23 11:32:59,Noida
T0050105,C03233,P023,Yoga Mat,Sports,3,859,2577,CARD,SUCCESS,2026-08-23 01:50:05,Delhi
T0050106,C00070,P018,Lamp,Home,3,1414,4242,NETBANKING,SUCCESS,2026-08-23 08:58:06,Ahmedabad
T0050107,C02529,P021,Cricket Bat,Sports,3,3966,11898,COD,SUCCESS,2026-08-23 12:43:58,Kolkata
T0050108,C02237,P023,Yoga Mat,Sports,5,828,4140,UPI,SUCCESS,2026-08-23 03:29:03,Pune
T0050109,C01508,P019,Bedsheet,Home,4,1409,5636,COD,SUCCESS,2026-08-23 19:48:53,Bangalore
T0050110,C01366,P017,Table,Home,4,8186,32744,NETBANKING,SUCCESS,2026-08-23 13:31:02,Jaipur
T0050111,C03537,P022,Football,Sports,3,1639,4917,WALLET,SUCCESS,2026-08-23 16:18:57,Chennai
T0050112,C01518,P011,Rice Bag,Grocery,1,1254,1254,UPI,PENDING,2026-08-23 17:17:13,Kolkata
T0050113,C01241,P018,Lamp,Home,5,1322,6610,UPI,PENDING,2026-08-23 04:59:10,Kolkata
T0050114,C02935,P016,Chair,Home,5,3880,19400,UPI,SUCCESS,2026-08-23 18:27:51,Kolkata
T0050115,C03794,P001,Laptop,Electronics,1,47379,47379,NETBANKING,SUCCESS,2026-08-23 12:07:31,Hyderabad
T0050116,C01318,P025,Running Shoes,Sports,2,3542,7084,COD,SUCCESS,2026-08-23 18:05:36,Jaipur
T0050117,C04017,P017,Table,Home,1,7495,7495,COD,SUCCESS,2026-08-23 04:21:05,Ahmedabad
T0050118,C03866,P012,Cooking Oil,Grocery,3,942,2826,WALLET,SUCCESS,2026-08-23 10:10:05,Hyderabad
T0050119,C02376,P019,Bedsheet,Home,5,1837,9185,COD,SUCCESS,2026-08-23 23:49:29,Kolkata
T0050120,C00948,P008,Jacket,Fashion,4,3797,15188,NETBANKING,SUCCESS,2026-08-23 07:00:15,Pune
T0050121,C03224,P020,Cookware,Home,4,2674,10696,NETBANKING,PENDING,2026-08-23 17:08:15,Pune
T0050122,C00525,P003,Headphones,Electronics,5,2168,10840,WALLET,SUCCESS,2026-08-23 17:06:50,Noida
T0050123,C02994,P004,Television,Electronics,1,29773,29773,WALLET,SUCCESS,2026-08-23 05:49:32,Mumbai
T0050124,C01909,P009,T-Shirt,Fashion,4,788,3152,CARD,SUCCESS,2026-08-23 14:31:54,Bangalore
T0050125,C00622,P006,Shoes,Fashion,5,2774,13870,COD,SUCCESS,2026-08-23 02:09:32,Chennai
T0050126,C03201,P010,Backpack,Fashion,3,1299,3897,UPI,SUCCESS,2026-08-23 11:12:38,Kolkata
T0050127,C02466,P017,Table,Home,4,7000,28000,CARD,SUCCESS,2026-08-23 09:11:34,Noida
T0050128,C02409,P010,Backpack,Fashion,5,1692,8460,WALLET,PENDING,2026-08-23 19:56:20,Delhi
T0050129,C00277,P008,Jacket,Fashion,2,3605,7210,UPI,SUCCESS,2026-08-23 00:56:43,Kolkata
T0050130,C01385,P024,Dumbbells,Sports,1,4577,4577,WALLET,SUCCESS,2026-08-23 22:48:38,Hyderabad
T0050131,C00960,P012,Cooking Oil,Grocery,4,800,3200,UPI,SUCCESS,2026-08-23 05:14:31,Pune
T0050132,C01789,P023,Yoga Mat,Sports,3,871,2613,CARD,SUCCESS,2026-08-23 14:29:48,Delhi
T0050133,C01677,P009,T-Shirt,Fashion,5,1032,5160,NETBANKING,SUCCESS,2026-08-23 15:56:41,Noida
T0050134,C04028,P002,Mobile,Electronics,4,23700,94800,WALLET,SUCCESS,2026-08-23 17:30:49,Delhi
T0050135,C00716,P014,Flour,Grocery,5,606,3030,COD,FAILED,2026-08-23 16:44:44,Hyderabad
T0050136,C03390,P017,Table,Home,2,7893,15786,UPI,SUCCESS,2026-08-23 01:41:45,Noida
T0050137,C03101,P021,Cricket Bat,Sports,4,3655,14620,CARD,SUCCESS,2026-08-23 02:04:00,Chennai
T0050138,C01118,P008,Jacket,Fashion,4,3044,12176,NETBANKING,FAILED,2026-08-23 18:26:17,Mumbai
T0050139,C02035,P008,Jacket,Fashion,2,3701,7402,WALLET,PENDING,2026-08-23 09:05:41,Jaipur
T0050140,C02342,P019,Bedsheet,Home,3,1690,5070,UPI,SUCCESS,2026-08-23 10:05:20,Ahmedabad
T0050141,C03141,P016,Chair,Home,3,3465,10395,CARD,SUCCESS,2026-08-23 13:04:46,Jaipur
T0050142,C00995,P002,Mobile,Electronics,2,20840,41680,NETBANKING,SUCCESS,2026-08-23 09:31:58,Noida
T0050143,C02868,P013,Dry Fruits,Grocery,3,1391,4173,COD,SUCCESS,2026-08-23 12:01:35,Chennai
T0050144,C02489,P010,Backpack,Fashion,2,1696,3392,NETBANKING,SUCCESS,2026-08-23 02:42:51,Delhi
T0050145,C02161,P002,Mobile,Electronics,1,19373,19373,WALLET,SUCCESS,2026-08-23 07:42:41,Bangalore
T0050146,C00945,P002,Mobile,Electronics,1,25496,25496,NETBANKING,SUCCESS,2026-08-23 05:41:47,Ahmedabad
T0050147,C02656,P009,T-Shirt,Fashion,3,827,2481,UPI,SUCCESS,2026-08-23 11:51:51,Pune
T0050148,C00554,P003,Headphones,Electronics,5,2358,11790,COD,SUCCESS,2026-08-23 18:54:29,Delhi
T0050149,C03825,P003,Headphones,Electronics,1,2539,2539,NETBANKING,SUCCESS,2026-08-23 11:11:32,Noida
T0050150,C00220,P024,Dumbbells,Sports,3,4734,14202,NETBANKING,SUCCESS,2026-08-23 03:41:48,Pune
T0050151,C03528,P023,Yoga Mat,Sports,3,852,2556,NETBANKING,SUCCESS,2026-08-23 05:49:01,Jaipur
T0050152,C02163,P009,T-Shirt,Fashion,4,940,3760,WALLET,SUCCESS,2026-08-23 11:46:49,Hyderabad
T0050153,C04592,P015,Tea,Grocery,2,454,908,CARD,SUCCESS,2026-08-23 09:30:58,Kolkata
T0050154,C03123,P012,Cooking Oil,Grocery,2,960,1920,UPI,FAILED,2026-08-23 11:18:40,Jaipur
T0050155,C01182,P002,Mobile,Electronics,2,20264,40528,NETBANKING,SUCCESS,2026-08-23 01:38:47,Delhi
T0050156,C03387,P016,Chair,Home,5,3436,17180,NETBANKING,PENDING,2026-08-23 04:41:32,Kolkata
T0050157,C04889,P010,Backpack,Fashion,4,1798,7192,UPI,FAILED,2026-08-23 04:14:23,Kolkata
T0050158,C00133,P004,Television,Electronics,3,35094,105282,UPI,SUCCESS,2026-08-23 02:16:27,Delhi
T0050159,C03708,P012,Cooking Oil,Grocery,1,934,934,NETBANKING,SUCCESS,2026-08-23 07:35:18,Noida
T0050160,C04615,P024,Dumbbells,Sports,3,5386,16158,UPI,SUCCESS,2026-08-23 12:14:24,Hyderabad
T0050161,C01730,P013,Dry Fruits,Grocery,5,1596,7980,UPI,SUCCESS,2026-08-23 14:35:55,Bangalore
T0050162,C02326,P013,Dry Fruits,Grocery,4,1403,5612,NETBANKING,SUCCESS,2026-08-23 00:54:34,Delhi
T0050163,C02944,P004,Television,Electronics,1,35562,35562,UPI,SUCCESS,2026-08-23 16:40:43,Hyderabad
T0050164,C00182,P006,Shoes,Fashion,1,2406,2406,WALLET,SUCCESS,2026-08-23 09:24:32,Noida
T0050165,C00220,P009,T-Shirt,Fashion,4,862,3448,NETBANKING,SUCCESS,2026-08-23 18:31:23,Bangalore
T0050166,C04141,P012,Cooking Oil,Grocery,2,922,1844,UPI,FAILED,2026-08-23 01:46:40,Ahmedabad
T0050167,C00628,P023,Yoga Mat,Sports,3,1058,3174,NETBANKING,SUCCESS,2026-08-23 06:35:19,Jaipur
T0050168,C03858,P012,Cooking Oil,Grocery,1,949,949,UPI,SUCCESS,2026-08-23 04:03:56,Bangalore
T0050169,C03665,P013,Dry Fruits,Grocery,1,1497,1497,NETBANKING,SUCCESS,2026-08-23 06:49:06,Bangalore
T0050170,C03418,P020,Cookware,Home,5,3111,15555,UPI,SUCCESS,2026-08-23 10:40:01,Noida
T0050171,C01620,P020,Cookware,Home,1,2708,2708,COD,SUCCESS,2026-08-23 06:54:59,Delhi
T0050172,C04563,P021,Cricket Bat,Sports,1,3448,3448,UPI,SUCCESS,2026-08-23 03:19:32,Noida
T0050173,C03825,P012,Cooking Oil,Grocery,5,914,4570,NETBANKING,SUCCESS,2026-08-23 08:00:19,Mumbai
T0050174,C03409,P002,Mobile,Electronics,4,21705,86820,UPI,SUCCESS,2026-08-23 17:57:31,Ahmedabad
T0050175,C01366,P004,Television,Electronics,4,30768,123072,COD,SUCCESS,2026-08-23 11:26:33,Pune
T0050176,C03528,P020,Cookware,Home,4,2968,11872,UPI,SUCCESS,2026-08-23 19:17:45,Bangalore
T0050177,C00224,P011,Rice Bag,Grocery,4,1043,4172,WALLET,PENDING,2026-08-23 05:01:41,Mumbai
T0050178,C00756,P005,Smartwatch,Electronics,5,7191,35955,NETBANKING,SUCCESS,2026-08-23 00:58:55,Jaipur
T0050179,C03736,P005,Smartwatch,Electronics,5,7150,35750,WALLET,SUCCESS,2026-08-23 15:13:09,Hyderabad
T0050180,C02185,P012,Cooking Oil,Grocery,3,907,2721,WALLET,SUCCESS,2026-08-23 22:46:45,Pune
T0050181,C00008,P011,Rice Bag,Grocery,4,1111,4444,COD,SUCCESS,2026-08-23 01:42:17,Hyderabad
T0050182,C02416,P014,Flour,Grocery,1,598,598,NETBANKING,FAILED,2026-08-23 20:38:20,Jaipur
T0050183,C00893,P009,T-Shirt,Fashion,5,800,4000,UPI,PENDING,2026-08-23 18:25:51,Hyderabad
T0050184,C01337,P013,Dry Fruits,Grocery,3,1403,4209,WALLET,SUCCESS,2026-08-23 08:33:33,Jaipur
T0050185,C01908,P025,Running Shoes,Sports,4,3603,14412,COD,SUCCESS,2026-08-23 09:35:23,Noida
T0050186,C02259,P023,Yoga Mat,Sports,2,1016,2032,NETBANKING,SUCCESS,2026-08-23 00:58:14,Pune
T0050187,C02651,P015,Tea,Grocery,3,384,1152,UPI,SUCCESS,2026-08-23 11:05:00,Noida
T0050188,C02539,P003,Headphones,Electronics,1,2222,2222,WALLET,PENDING,2026-08-23 01:38:01,Kolkata
T0050189,C01412,P014,Flour,Grocery,5,513,2565,CARD,SUCCESS,2026-08-23 06:34:05,Pune
T0050190,C02116,P002,Mobile,Electronics,5,22051,110255,UPI,SUCCESS,2026-08-23 09:55:25,Noida
T0050191,C02129,P002,Mobile,Electronics,5,25736,128680,COD,SUCCESS,2026-08-23 16:46:26,Pune
T0050192,C02228,P009,T-Shirt,Fashion,2,767,1534,CARD,SUCCESS,2026-08-23 00:28:18,Delhi
T0050193,C01994,P022,Football,Sports,4,1766,7064,CARD,SUCCESS,2026-08-23 14:33:58,Chennai
T0050194,C03045,P024,Dumbbells,Sports,5,4471,22355,WALLET,SUCCESS,2026-08-23 23:05:23,Jaipur
T0050195,C04391,P004,Television,Electronics,2,34869,69738,UPI,FAILED,2026-08-23 18:16:19,Delhi
T0050196,C04026,P019,Bedsheet,Home,1,1616,1616,WALLET,SUCCESS,2026-08-23 06:50:43,Noida
T0050197,C04954,P015,Tea,Grocery,4,398,1592,CARD,SUCCESS,2026-08-23 21:00:14,Ahmedabad
T0050198,C03465,P017,Table,Home,1,7194,7194,CARD,PENDING,2026-08-23 14:01:20,Pune
T0050199,C04076,P011,Rice Bag,Grocery,4,1203,4812,CARD,FAILED,2026-08-23 17:50:32,Delhi
T0050200,C03353,P022,Football,Sports,3,1350,4050,CARD,SUCCESS,2026-08-23 18:21:06,Hyderabad
T0050201,C03176,P001,Laptop,Electronics,2,42313,84626,WALLET,PENDING,2026-08-23 06:10:27,Bangalore
T0050202,C02172,P020,Cookware,Home,1,3071,3071,WALLET,SUCCESS,2026-08-23 04:53:45,Delhi
T0050203,C00386,P020,Cookware,Home,1,2698,2698,CARD,PENDING,2026-08-23 03:34:05,Pune
T0050204,C04979,P012,Cooking Oil,Grocery,5,850,4250,UPI,SUCCESS,2026-08-23 05:54:51,Hyderabad
T0050205,C03282,P022,Football,Sports,2,1525,3050,UPI,SUCCESS,2026-08-23 18:29:19,Bangalore
T0050206,C00637,P004,Television,Electronics,4,27960,111840,COD,SUCCESS,2026-08-23 04:13:31,Ahmedabad
T0050207,C00757,P021,Cricket Bat,Sports,2,4374,8748,NETBANKING,FAILED,2026-08-23 14:52:45,Delhi
T0050208,C04300,P024,Dumbbells,Sports,2,4413,8826,UPI,SUCCESS,2026-08-23 16:01:33,Chennai
T0050209,C02172,P012,Cooking Oil,Grocery,4,743,2972,WALLET,SUCCESS,2026-08-23 23:09:56,Bangalore
T0050210,C02343,P016,Chair,Home,2,3222,6444,UPI,SUCCESS,2026-08-23 10:21:10,Bangalore
T0050211,C01813,P003,Headphones,Electronics,5,2618,13090,COD,SUCCESS,2026-08-23 08:35:19,Kolkata
T0050212,C00465,P004,Television,Electronics,3,32674,98022,NETBANKING,SUCCESS,2026-08-23 00:32:28,Chennai
T0050213,C00147,P019,Bedsheet,Home,2,1606,3212,NETBANKING,SUCCESS,2026-08-23 18:31:25,Mumbai
T0050214,C01153,P023,Yoga Mat,Sports,5,1017,5085,COD,SUCCESS,2026-08-23 20:12:04,Mumbai
T0050215,C00523,P008,Jacket,Fashion,4,3744,14976,WALLET,SUCCESS,2026-08-23 00:56:21,Hyderabad
T0050216,C00119,P018,Lamp,Home,3,1132,3396,COD,SUCCESS,2026-08-23 04:50:23,Pune
T0050217,C01197,P001,Laptop,Electronics,3,39460,118380,NETBANKING,FAILED,2026-08-23 12:30:54,Mumbai
T0050218,C01862,P017,Table,Home,4,7800,31200,CARD,SUCCESS,2026-08-23 09:19:45,Jaipur
T0050219,C03937,P010,Backpack,Fashion,2,1740,3480,UPI,SUCCESS,2026-08-23 02:57:21,Pune
T0050220,C01457,P023,Yoga Mat,Sports,2,1066,2132,CARD,SUCCESS,2026-08-23 15:48:33,Noida
T0050221,C00289,P014,Flour,Grocery,4,577,2308,COD,SUCCESS,2026-08-23 00:00:22,Chennai
T0050222,C00578,P024,Dumbbells,Sports,4,5056,20224,COD,SUCCESS,2026-08-23 04:51:20,Jaipur
T0050223,C04214,P020,Cookware,Home,2,3020,6040,WALLET,PENDING,2026-08-23 23:00:47,Ahmedabad
T0050224,C02349,P016,Chair,Home,1,3361,3361,CARD,PENDING,2026-08-23 16:21:58,Ahmedabad
T0050225,C02840,P014,Flour,Grocery,1,533,533,COD,SUCCESS,2026-08-23 06:48:52,Bangalore
T0050226,C00669,P012,Cooking Oil,Grocery,1,921,921,WALLET,SUCCESS,2026-08-23 11:29:21,Ahmedabad
T0050227,C04447,P021,Cricket Bat,Sports,5,3508,17540,NETBANKING,SUCCESS,2026-08-23 01:22:44,Mumbai
T0050228,C03373,P025,Running Shoes,Sports,4,3538,14152,CARD,FAILED,2026-08-23 14:10:06,Bangalore
T0050229,C02344,P007,Jeans,Fashion,2,1636,3272,CARD,SUCCESS,2026-08-23 23:06:50,Hyderabad
T0050230,C02499,P014,Flour,Grocery,5,605,3025,WALLET,SUCCESS,2026-08-23 14:27:40,Ahmedabad
T0050231,C02996,P001,Laptop,Electronics,2,47569,95138,CARD,SUCCESS,2026-08-23 06:07:36,Bangalore
T0050232,C01444,P006,Shoes,Fashion,1,2465,2465,CARD,SUCCESS,2026-08-23 09:30:10,Jaipur
T0050233,C02145,P024,Dumbbells,Sports,5,3839,19195,CARD,PENDING,2026-08-23 14:43:22,Bangalore
